image_name,relative_path,label
Alluvial_34.png,backend/data/Combined/Alluvial_soil/Alluvial_34.png,Alluvial_soil
Alluvial_35 - Copy.jpg,backend/data/Combined/Alluvial_soil/Alluvial_35 - Copy.jpg,Alluvial_soil
Alluvial_35.jpg,backend/data/Combined/Alluvial_soil/Alluvial_35.jpg,Alluvial_soil
Alluvial_36.jpg,backend/data/Combined/Alluvial_soil/Alluvial_36.jpg,Alluvial_soil
Alluvial_37.png,backend/data/Combined/Alluvial_soil/Alluvial_37.png,Alluvial_soil
Alluvial_38 - Copy.jpg,backend/data/Combined/Alluvial_soil/Alluvial_38 - Copy.jpg,Alluvial_soil
Alluvial_38.jpg,backend/data/Combined/Alluvial_soil/Alluvial_38.jpg,Alluvial_soil
Alluvial_39.jpg,backend/data/Combined/Alluvial_soil/Alluvial_39.jpg,Alluvial_soil
Alluvial_4.jpg,backend/data/Combined/Alluvial_soil/Alluvial_4.jpg,Alluvial_soil
Alluvial_40.jpg,backend/data/Combined/Alluvial_soil/Alluvial_40.jpg,Alluvial_soil
Alluvial_41.jpg,backend/data/Combined/Alluvial_soil/Alluvial_41.jpg,Alluvial_soil
Alluvial_42.jpg,backend/data/Combined/Alluvial_soil/Alluvial_42.jpg,Alluvial_soil
Alluvial_43.png,backend/data/Combined/Alluvial_soil/Alluvial_43.png,Alluvial_soil
Alluvial_44.png,backend/data/Combined/Alluvial_soil/Alluvial_44.png,Alluvial_soil
Alluvial_45.png,backend/data/Combined/Alluvial_soil/Alluvial_45.png,Alluvial_soil
Alluvial_46.png,backend/data/Combined/Alluvial_soil/Alluvial_46.png,Alluvial_soil
Alluvial_47.png,backend/data/Combined/Alluvial_soil/Alluvial_47.png,Alluvial_soil
Alluvial_48.png,backend/data/Combined/Alluvial_soil/Alluvial_48.png,Alluvial_soil
Alluvial_5.jpg,backend/data/Combined/Alluvial_soil/Alluvial_5.jpg,Alluvial_soil
Alluvial_50.png,backend/data/Combined/Alluvial_soil/Alluvial_50.png,Alluvial_soil
Alluvial_53.jpg,backend/data/Combined/Alluvial_soil/Alluvial_53.jpg,Alluvial_soil
Alluvial_6 - Copy.jpg,backend/data/Combined/Alluvial_soil/Alluvial_6 - Copy.jpg,Alluvial_soil
Alluvial_6.jpg,backend/data/Combined/Alluvial_soil/Alluvial_6.jpg,Alluvial_soil
Alluvial_7.jpg,backend/data/Combined/Alluvial_soil/Alluvial_7.jpg,Alluvial_soil
Alluvial_8.png,backend/data/Combined/Alluvial_soil/Alluvial_8.png,Alluvial_soil
Alluvial_9.jpg,backend/data/Combined/Alluvial_soil/Alluvial_9.jpg,Alluvial_soil
close-up-of-alluvial-soil-as-a-texturebackground-JCB3RY.jpg,backend/data/Combined/Alluvial_soil/close-up-of-alluvial-soil-as-a-texturebackground-JCB3RY.jpg,Alluvial_soil
Copy of 01060602previewen-02b.jpg,backend/data/Combined/Alluvial_soil/Copy of 01060602previewen-02b.jpg,Alluvial_soil
Copy of 01060602previewen-02d.jpg,backend/data/Combined/Alluvial_soil/Copy of 01060602previewen-02d.jpg,Alluvial_soil
Copy of 1000_F_240425429_YL91trtDxXQl8L0OKP7zyngeSb63olAC.jpg,backend/data/Combined/Alluvial_soil/Copy of 1000_F_240425429_YL91trtDxXQl8L0OKP7zyngeSb63olAC.jpg,Alluvial_soil
Copy of alluvial-diamond-layers-mining-site-western-cape-south-africa-G8CR87.jpg,backend/data/Combined/Alluvial_soil/Copy of alluvial-diamond-layers-mining-site-western-cape-south-africa-G8CR87.jpg,Alluvial_soil
Copy of alluvial-soil-1kg-green-era-original-imag4r54hhybzhqc.jpeg,backend/data/Combined/Alluvial_soil/Copy of alluvial-soil-1kg-green-era-original-imag4r54hhybzhqc.jpeg,Alluvial_soil
Copy of alluvial-soil-1kg-green-era-original-imag4r54wbucymtp.jpeg,backend/data/Combined/Alluvial_soil/Copy of alluvial-soil-1kg-green-era-original-imag4r54wbucymtp.jpeg,Alluvial_soil
Copy of Alluvial-soil-distribution-in-India-1.jpeg,backend/data/Combined/Alluvial_soil/Copy of Alluvial-soil-distribution-in-India-1.jpeg,Alluvial_soil
Copy of Alluvial-soil-distribution-in-India.jpg,backend/data/Combined/Alluvial_soil/Copy of Alluvial-soil-distribution-in-India.jpg,Alluvial_soil
Copy of Alluvial-Soil..png,backend/data/Combined/Alluvial_soil/Copy of Alluvial-Soil..png,Alluvial_soil
Copy of alluvial-soils-ricker-2primefarmland-1200x675-1.jpg,backend/data/Combined/Alluvial_soil/Copy of alluvial-soils-ricker-2primefarmland-1200x675-1.jpg,Alluvial_soil
Copy of close-up-of-alluvial-soil-as-a-texturebackground-JCB3RY.jpg,backend/data/Combined/Alluvial_soil/Copy of close-up-of-alluvial-soil-as-a-texturebackground-JCB3RY.jpg,Alluvial_soil
Copy of desktop_137249cc-6732-40b3-94e1-1381ad82c07f.jpg,backend/data/Combined/Alluvial_soil/Copy of desktop_137249cc-6732-40b3-94e1-1381ad82c07f.jpg,Alluvial_soil
Copy of image (2).jpeg,backend/data/Combined/Alluvial_soil/Copy of image (2).jpeg,Alluvial_soil
Copy of image14 (2).jpeg,backend/data/Combined/Alluvial_soil/Copy of image14 (2).jpeg,Alluvial_soil
Copy of image14 (3).jpeg,backend/data/Combined/Alluvial_soil/Copy of image14 (3).jpeg,Alluvial_soil
Copy of image15 (2).jpeg,backend/data/Combined/Alluvial_soil/Copy of image15 (2).jpeg,Alluvial_soil
Copy of image16 (2).jpeg,backend/data/Combined/Alluvial_soil/Copy of image16 (2).jpeg,Alluvial_soil
Copy of image16 (3).jpeg,backend/data/Combined/Alluvial_soil/Copy of image16 (3).jpeg,Alluvial_soil
Copy of image17 (2).jpeg,backend/data/Combined/Alluvial_soil/Copy of image17 (2).jpeg,Alluvial_soil
Copy of image18.jpeg,backend/data/Combined/Alluvial_soil/Copy of image18.jpeg,Alluvial_soil
Copy of image19 (2).jpeg,backend/data/Combined/Alluvial_soil/Copy of image19 (2).jpeg,Alluvial_soil
Copy of image2 (2).jpeg,backend/data/Combined/Alluvial_soil/Copy of image2 (2).jpeg,Alluvial_soil
Copy of image24 (2).jpeg,backend/data/Combined/Alluvial_soil/Copy of image24 (2).jpeg,Alluvial_soil
Copy of image24 (3).jpeg,backend/data/Combined/Alluvial_soil/Copy of image24 (3).jpeg,Alluvial_soil
Copy of image3 (2).jpeg,backend/data/Combined/Alluvial_soil/Copy of image3 (2).jpeg,Alluvial_soil
Copy of image30 (2).jpeg,backend/data/Combined/Alluvial_soil/Copy of image30 (2).jpeg,Alluvial_soil
Copy of image6 (2).jpeg,backend/data/Combined/Alluvial_soil/Copy of image6 (2).jpeg,Alluvial_soil
Copy of image7 (2).jpeg,backend/data/Combined/Alluvial_soil/Copy of image7 (2).jpeg,Alluvial_soil
Copy of image7.jpeg,backend/data/Combined/Alluvial_soil/Copy of image7.jpeg,Alluvial_soil
Copy of images105.jpg,backend/data/Combined/Alluvial_soil/Copy of images105.jpg,Alluvial_soil
Copy of images19 (2).jpg,backend/data/Combined/Alluvial_soil/Copy of images19 (2).jpg,Alluvial_soil
Copy of images21.jpg,backend/data/Combined/Alluvial_soil/Copy of images21.jpg,Alluvial_soil
Copy of images386.jpg,backend/data/Combined/Alluvial_soil/Copy of images386.jpg,Alluvial_soil
Copy of images42.jpg,backend/data/Combined/Alluvial_soil/Copy of images42.jpg,Alluvial_soil
Copy of images58.jpg,backend/data/Combined/Alluvial_soil/Copy of images58.jpg,Alluvial_soil
Copy of images60.jpg,backend/data/Combined/Alluvial_soil/Copy of images60.jpg,Alluvial_soil
Copy of images64.jpg,backend/data/Combined/Alluvial_soil/Copy of images64.jpg,Alluvial_soil
Copy of images76 (2).jpg,backend/data/Combined/Alluvial_soil/Copy of images76 (2).jpg,Alluvial_soil
Copy of images77 (2).jpg,backend/data/Combined/Alluvial_soil/Copy of images77 (2).jpg,Alluvial_soil
Copy of images78 (2).jpg,backend/data/Combined/Alluvial_soil/Copy of images78 (2).jpg,Alluvial_soil
Copy of images81.jpg,backend/data/Combined/Alluvial_soil/Copy of images81.jpg,Alluvial_soil
Copy of images84.jpg,backend/data/Combined/Alluvial_soil/Copy of images84.jpg,Alluvial_soil
Copy of images86.jpg,backend/data/Combined/Alluvial_soil/Copy of images86.jpg,Alluvial_soil
Copy of images93.jpg,backend/data/Combined/Alluvial_soil/Copy of images93.jpg,Alluvial_soil
Copy of images96.jpg,backend/data/Combined/Alluvial_soil/Copy of images96.jpg,Alluvial_soil
Copy of images97.jpg,backend/data/Combined/Alluvial_soil/Copy of images97.jpg,Alluvial_soil
Copy of IMG-20220531-WA0017.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0017.jpg,Alluvial_soil
Copy of IMG-20220531-WA0018.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0018.jpg,Alluvial_soil
Copy of IMG-20220531-WA0019.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0019.jpg,Alluvial_soil
Copy of IMG-20220531-WA0020.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0020.jpg,Alluvial_soil
Copy of IMG-20220531-WA0021.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0021.jpg,Alluvial_soil
Copy of IMG-20220531-WA0022.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0022.jpg,Alluvial_soil
Copy of IMG-20220531-WA0023.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0023.jpg,Alluvial_soil
Copy of IMG-20220531-WA0024.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0024.jpg,Alluvial_soil
Copy of IMG-20220531-WA0025.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0025.jpg,Alluvial_soil
Copy of IMG-20220531-WA0026.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0026.jpg,Alluvial_soil
Copy of IMG-20220531-WA0027.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0027.jpg,Alluvial_soil
Copy of IMG-20220531-WA0028.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0028.jpg,Alluvial_soil
Copy of IMG-20220531-WA0029.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0029.jpg,Alluvial_soil
Copy of IMG-20220531-WA0030.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0030.jpg,Alluvial_soil
Copy of IMG-20220531-WA0031.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0031.jpg,Alluvial_soil
Copy of IMG-20220531-WA0032.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0032.jpg,Alluvial_soil
Copy of IMG-20220531-WA0033.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0033.jpg,Alluvial_soil
Copy of IMG-20220531-WA0034.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0034.jpg,Alluvial_soil
Copy of IMG-20220531-WA0035.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0035.jpg,Alluvial_soil
Copy of IMG-20220531-WA0036.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0036.jpg,Alluvial_soil
Copy of IMG-20220531-WA0037.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0037.jpg,Alluvial_soil
Copy of IMG-20220531-WA0038.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0038.jpg,Alluvial_soil
Copy of IMG-20220531-WA0039.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0039.jpg,Alluvial_soil
Copy of IMG-20220531-WA0040.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0040.jpg,Alluvial_soil
Copy of IMG-20220531-WA0041.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0041.jpg,Alluvial_soil
Copy of IMG-20220531-WA0043.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0043.jpg,Alluvial_soil
Copy of IMG-20220531-WA0044.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0044.jpg,Alluvial_soil
Copy of IMG-20220531-WA0045.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0045.jpg,Alluvial_soil
Copy of IMG-20220531-WA0046.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0046.jpg,Alluvial_soil
Copy of IMG-20220531-WA0047.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0047.jpg,Alluvial_soil
Copy of IMG-20220531-WA0048.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0048.jpg,Alluvial_soil
Copy of IMG-20220531-WA0049.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0049.jpg,Alluvial_soil
Copy of IMG-20220531-WA0050.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0050.jpg,Alluvial_soil
Copy of IMG-20220531-WA0051.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0051.jpg,Alluvial_soil
Copy of IMG-20220531-WA0052.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0052.jpg,Alluvial_soil
Copy of IMG-20220531-WA0053.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0053.jpg,Alluvial_soil
Copy of IMG-20220531-WA0054.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0054.jpg,Alluvial_soil
Copy of IMG-20220531-WA0055.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0055.jpg,Alluvial_soil
Copy of IMG-20220531-WA0056.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0056.jpg,Alluvial_soil
Copy of IMG-20220531-WA0057.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0057.jpg,Alluvial_soil
Copy of IMG-20220531-WA0058.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0058.jpg,Alluvial_soil
Copy of IMG-20220531-WA0059.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0059.jpg,Alluvial_soil
Copy of IMG-20220531-WA0060.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0060.jpg,Alluvial_soil
Copy of IMG-20220531-WA0061.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0061.jpg,Alluvial_soil
Copy of IMG-20220531-WA0062.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0062.jpg,Alluvial_soil
Copy of IMG-20220531-WA0063.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0063.jpg,Alluvial_soil
Copy of IMG-20220531-WA0064.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0064.jpg,Alluvial_soil
Copy of IMG-20220531-WA0065.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0065.jpg,Alluvial_soil
Copy of IMG-20220531-WA0066.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0066.jpg,Alluvial_soil
Copy of IMG-20220531-WA0067.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0067.jpg,Alluvial_soil
Copy of IMG-20220531-WA0068.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0068.jpg,Alluvial_soil
Copy of IMG-20220531-WA0069.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0069.jpg,Alluvial_soil
Copy of IMG-20220531-WA0070.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0070.jpg,Alluvial_soil
Copy of IMG-20220531-WA0071.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0071.jpg,Alluvial_soil
Copy of IMG-20220531-WA0072.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0072.jpg,Alluvial_soil
Copy of IMG-20220531-WA0073.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0073.jpg,Alluvial_soil
Copy of IMG-20220531-WA0074.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0074.jpg,Alluvial_soil
Copy of IMG-20220531-WA0075.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0075.jpg,Alluvial_soil
Copy of IMG-20220531-WA0076.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0076.jpg,Alluvial_soil
Copy of IMG-20220531-WA0077.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0077.jpg,Alluvial_soil
Copy of IMG-20220531-WA0078.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0078.jpg,Alluvial_soil
Copy of IMG-20220531-WA0079.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0079.jpg,Alluvial_soil
Copy of IMG-20220531-WA0080.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0080.jpg,Alluvial_soil
Copy of IMG-20220531-WA0081.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0081.jpg,Alluvial_soil
Copy of IMG-20220531-WA0082.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0082.jpg,Alluvial_soil
Copy of IMG-20220531-WA0086.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0086.jpg,Alluvial_soil
Copy of IMG-20220531-WA0087.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0087.jpg,Alluvial_soil
Copy of IMG-20220531-WA0088.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0088.jpg,Alluvial_soil
Copy of IMG-20220531-WA0089.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0089.jpg,Alluvial_soil
Copy of IMG-20220531-WA0090.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0090.jpg,Alluvial_soil
Copy of IMG-20220531-WA0091.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0091.jpg,Alluvial_soil
Copy of IMG-20220531-WA0092.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0092.jpg,Alluvial_soil
Copy of IMG-20220531-WA0093.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0093.jpg,Alluvial_soil
Copy of IMG-20220531-WA0094.jpg,backend/data/Combined/Alluvial_soil/Copy of IMG-20220531-WA0094.jpg,Alluvial_soil
Copy of oil-a-real-close-up-of-a-part-of-the-earth-s-crust-ordinary-plain-1922365577(1).jpg,backend/data/Combined/Alluvial_soil/Copy of oil-a-real-close-up-of-a-part-of-the-earth-s-crust-ordinary-plain-1922365577(1).jpg,Alluvial_soil
Copy of oil-a-real-close-up-of-a-part-of-the-earth-s-crust-ordinary-plain-1922365577.jpg,backend/data/Combined/Alluvial_soil/Copy of oil-a-real-close-up-of-a-part-of-the-earth-s-crust-ordinary-plain-1922365577.jpg,Alluvial_soil
